year,country,quarter,education_expenditure.total_gdp_percentage,education_expenditure.per_student_primary,education_expenditure.per_student_secondary,education_expenditure.per_student_tertiary,education_expenditure.research_development,education_expenditure.infrastructure_investment,education_expenditure.teacher_training_budget,education_expenditure.digital_resources_budget,education_expenditure.special_education_funding,education_participation.enrollment_rate_primary,education_participation.enrollment_rate_secondary,education_participation.enrollment_rate_tertiary,education_participation.dropout_rate,education_participation.international_student_percentage,education_participation.special_needs_student_integration,education_participation.adult_education_participation,education_participation.vocational_training_enrollment,education_quality.teacher_qualification_index,education_quality.average_class_size,education_quality.teaching_hours_yearly,education_quality.digital_learning_percentage,education_quality.student_satisfaction_score,education_quality.graduate_employment_rate,education_quality.research_publication_index,education_quality.international_ranking_score,education_resources.student_teacher_ratio_primary,education_resources.student_teacher_ratio_secondary,education_resources.teacher_salary_index,education_resources.digital_resources_investment,education_resources.classroom_technology_level,education_resources.library_resources_per_student,education_resources.laboratory_equipment_index,education_resources.sports_facilities_rating,last_updated,education_expenditure.total_gdp_percentage_normalized,education_expenditure.per_student_primary_normalized,education_expenditure.per_student_secondary_normalized,education_expenditure.per_student_tertiary_normalized,education_expenditure.research_development_normalized,education_resources.student_teacher_ratio_primary_normalized,education_resources.student_teacher_ratio_secondary_normalized,education_resources.teacher_salary_index_normalized,education_resources.digital_resources_investment_normalized,education_participation.enrollment_rate_primary_normalized,education_participation.enrollment_rate_secondary_normalized,education_participation.enrollment_rate_tertiary_normalized,education_participation.dropout_rate_normalized,education_quality.teacher_qualification_index_normalized,education_quality.average_class_size_normalized,education_quality.teaching_hours_yearly_normalized,education_quality.digital_learning_percentage_normalized,time_period,total_investment_per_student,overall_quality_score
1992,NL,Q1,4.45,7253,8053,11534,1.53,626,318,918,407,98.9,90.6,74.9,6.4,7.8,84.9,30.8,33.4,0.76,18,937,52,3.8,67.4,1.55,71,13.7,12.0,118,945,4.2,95,0.64,2.1,2024-12-14 14:21:57.014000,0.15000000000000005,0.08433333333333333,0.013253313328332083,0.30689102564102566,0.020000000000000018,0.2124999999999999,0.4,0.36,0.89,0.6333333333333352,0.07499999999999929,0.9960000000000002,0.14000000000000004,0.2400000000000002,0.0,0.685,0.7333333333333333,1992-Q1,8946.666666666666,96.09736111111111
1992,PL,Q1,4.07,7561,8575,13316,2.82,782,540,533,843,98.9,96.1,74.6,10.8,19.8,86.7,25.7,46.0,0.8,28,856,53,3.4,93.1,0.51,83,15.9,12.2,104,927,1.3,70,0.99,2.5,2024-12-14 14:21:57.014000,0.023333333333333428,0.187,0.14378594648662166,0.6638621794871795,0.8799999999999999,0.48750000000000004,0.43999999999999984,0.08,0.854,0.6333333333333352,0.7624999999999993,0.9839999999999998,0.5800000000000001,0.40000000000000036,1.0,0.28,0.7666666666666667,1992-Q1,9817.333333333334,93.35472222222222
1992,PT,Q1,6.94,7527,10513,13014,1.73,559,346,700,1175,97.1,91.6,70.4,14.1,10.9,77.2,21.7,36.4,0.78,21,933,41,4.2,84.5,1.69,59,14.6,12.2,106,690,4.7,99,0.52,4.4,2024-12-14 14:21:57.014000,0.9800000000000001,0.17566666666666667,0.6284071017754439,0.6033653846153846,0.15333333333333332,0.32499999999999996,0.43999999999999984,0.12,0.38,0.03333333333333144,0.1999999999999993,0.8160000000000003,0.9099999999999999,0.3200000000000003,0.3,0.665,0.36666666666666664,1992-Q1,10351.333333333334,95.56847222222221
1992,RO,Q1,5.96,7790,11720,11879,2.75,1010,254,802,868,97.0,93.4,67.1,14.5,8.8,84.2,23.9,39.2,0.8,23,853,60,5.0,93.3,1.61,52,14.9,14.9,116,539,4.1,27,0.75,2.0,2024-12-14 14:21:57.015000,0.6533333333333333,0.2633333333333333,0.9302325581395349,0.3760016025641026,0.8333333333333334,0.36250000000000004,0.9800000000000001,0.32,0.078,0.0,0.4250000000000007,0.6839999999999997,0.95,0.40000000000000036,0.5,0.265,1.0,1992-Q1,10463.0,90.90625
1992,SK,Q1,4.98,7450,9731,12308,1.86,1456,697,311,1044,98.4,97.8,67.5,10.0,3.7,92.5,28.6,23.3,0.7,25,897,44,3.2,67.8,1.01,100,16.3,12.2,131,773,4.8,31,0.97,4.2,2024-12-14 14:21:57.015000,0.3266666666666668,0.15,0.43285821455363843,0.4619391025641026,0.24000000000000007,0.5375000000000001,0.43999999999999984,0.62,0.546,0.46666666666666856,0.9749999999999996,0.7,0.5,0.0,0.7,0.485,0.4666666666666667,1992-Q1,9829.666666666666,95.03013888888889
1992,SI,Q1,5.46,8160,8600,12567,2.36,1516,582,755,452,98.7,91.5,55.9,10.9,9.7,73.2,37.5,24.6,0.87,28,845,51,4.4,86.6,1.12,61,13.7,10.0,148,746,1.6,25,0.95,3.0,2024-12-14 14:21:57.015000,0.48666666666666664,0.38666666666666666,0.15003750937734434,0.5138221153846154,0.5733333333333333,0.2124999999999999,0.0,0.96,0.492,0.5666666666666677,0.1875,0.23599999999999993,0.5900000000000001,0.6800000000000002,1.0,0.225,0.7,1992-Q1,9775.666666666666,90.04958333333333
1992,ES,Q1,5.78,9162,10730,14304,2.84,1535,678,364,713,99.5,96.3,65.4,13.5,6.0,71.5,12.6,39.6,0.94,22,801,54,4.0,70.1,0.67,84,12.7,13.1,133,677,4.8,81,0.94,3.0,2024-12-14 14:21:57.015000,0.5933333333333334,0.7206666666666667,0.6826706676669168,0.8617788461538461,0.8933333333333332,0.08749999999999991,0.6199999999999999,0.66,0.354,0.8333333333333334,0.7874999999999996,0.6160000000000002,0.85,0.96,0.4,0.005,0.8,1992-Q1,11398.666666666666,86.57291666666669
1992,SE,Q1,4.3,9969,8071,11542,2.15,990,293,376,636,99.8,94.2,63.2,10.1,11.7,88.6,29.5,48.4,0.86,24,815,53,4.7,85.5,1.32,52,19.9,14.1,119,939,5.0,47,0.94,4.8,2024-12-14 14:21:57.015000,0.09999999999999994,0.9896666666666667,0.017754438609652413,0.30849358974358976,0.4333333333333333,0.9874999999999998,0.82,0.38,0.878,0.9333333333333323,0.5250000000000004,0.5280000000000001,0.51,0.6400000000000001,0.6,0.075,0.7666666666666667,1992-Q1,9860.666666666666,86.53847222222224
1992,AT,Q2,5.33,9742,10570,12383,2.09,1468,494,821,1124,98.4,92.3,67.3,14.2,19.2,87.4,27.0,25.2,0.72,20,884,56,4.4,65.9,0.81,64,17.9,14.6,117,821,2.1,23,0.84,1.8,2024-12-14 14:21:57.016000,0.44333333333333336,0.914,0.6426606651662916,0.476963141025641,0.39333333333333326,0.7374999999999998,0.9199999999999999,0.34,0.642,0.46666666666666856,0.28749999999999964,0.6919999999999998,0.9199999999999999,0.08000000000000007,0.2,0.42,0.8666666666666667,1992-Q2,10898.333333333334,91.4497222222222
1992,BE,Q2,4.79,7000,9398,11658,2.6,1700,401,709,410,99.5,96.8,74.5,12.1,16.0,87.8,20.7,39.3,0.83,25,864,32,4.2,90.7,1.74,78,14.6,13.6,133,965,1.6,51,0.92,4.3,2024-12-14 14:21:57.016000,0.26333333333333336,0.0,0.3495873968492123,0.3317307692307692,0.7333333333333334,0.32499999999999996,0.72,0.66,0.93,0.8333333333333334,0.8499999999999996,0.98,0.71,0.52,0.7,0.32,0.06666666666666667,1992-Q2,9352.0,91.5063888888889
1992,BG,Q2,4.13,8390,10773,11978,2.38,1966,629,862,587,97.4,90.1,54.2,11.7,12.7,87.3,18.3,24.0,0.92,19,813,31,3.7,87.6,0.57,85,14.8,13.4,137,553,2.2,62,0.9,1.0,2024-12-14 14:21:57.016000,0.0433333333333333,0.4633333333333333,0.6934233558389598,0.3958333333333333,0.5866666666666666,0.3500000000000001,0.68,0.74,0.106,0.13333333333333522,0.01249999999999929,0.16800000000000012,0.6699999999999999,0.8800000000000003,0.1,0.065,0.03333333333333333,1992-Q2,10380.333333333334,86.8223611111111
1992,HR,Q2,5.86,8246,9917,11185,1.87,1879,536,501,549,98.8,97.3,70.1,14.6,11.0,82.4,16.6,44.7,0.87,25,825,38,4.6,74.6,1.86,86,16.6,13.5,118,972,2.0,37,0.69,2.7,2024-12-14 14:21:57.016000,0.6200000000000001,0.41533333333333333,0.47936984246061515,0.23697916666666666,0.24666666666666673,0.5750000000000002,0.7,0.36,0.944,0.5999999999999991,0.9124999999999996,0.8039999999999998,0.96,0.6800000000000002,0.7,0.125,0.26666666666666666,1992-Q2,9782.666666666666,88.14180555555556
1992,CY,Q2,5.35,9173,11148,13203,2.35,1768,425,534,1005,98.8,91.5,75.0,8.9,13.7,82.1,11.1,20.9,0.74,21,947,35,4.8,87.5,1.66,82,19.3,12.5,135,636,5.0,67,0.99,4.5,2024-12-14 14:21:57.016000,0.4499999999999999,0.7243333333333334,0.7871967991997999,0.6412259615384616,0.5666666666666668,0.9125000000000001,0.5,0.7,0.272,0.5999999999999991,0.1875,1.0,0.39,0.16000000000000014,0.3,0.735,0.16666666666666666,1992-Q2,11174.666666666666,98.42180555555557
1992,CZ,Q2,6.59,9588,9400,13352,1.86,838,404,741,858,98.5,92.0,50.3,12.3,8.9,97.6,31.1,36.1,0.88,26,836,52,4.4,66.6,0.62,89,18.3,10.1,118,652,3.6,26,0.52,1.3,2024-12-14 14:21:57.017000,0.8633333333333333,0.8626666666666667,0.3500875218804701,0.671073717948718,0.24000000000000007,0.7875000000000001,0.019999999999999928,0.36,0.304,0.5,0.25,0.011999999999999886,0.7300000000000001,0.7200000000000002,0.8,0.18,0.7333333333333333,1992-Q2,10780.0,89.82777777777778
1992,DK,Q2,6.77,9666,11003,14273,2.97,1965,611,734,804,97.7,97.8,54.8,8.2,4.9,91.0,28.7,25.0,0.78,19,985,59,3.5,61.4,1.72,60,12.0,11.6,139,825,2.1,95,0.85,3.3,2024-12-14 14:21:57.017000,0.9233333333333332,0.8886666666666667,0.7509377344336085,0.8555689102564102,0.9800000000000001,0.0,0.31999999999999995,0.78,0.65,0.23333333333333428,0.9749999999999996,0.1919999999999999,0.31999999999999995,0.3200000000000003,0.1,0.925,0.9666666666666667,1992-Q2,11647.333333333334,99.39263888888888
1992,EE,Q2,4.47,7904,8278,13997,1.68,603,259,854,617,99.5,92.0,56.6,5.9,5.6,95.1,39.2,32.7,0.83,21,997,42,4.2,77.4,0.8,98,16.4,12.7,111,629,1.4,88,0.89,2.5,2024-12-14 14:21:57.017000,0.1566666666666666,0.30133333333333334,0.0695173793448362,0.8002804487179487,0.11999999999999995,0.5499999999999998,0.5399999999999998,0.22,0.258,0.8333333333333334,0.25,0.26400000000000007,0.09000000000000004,0.52,0.3,0.985,0.4,1992-Q2,10059.666666666666,103.61958333333332
1992,FI,Q2,4.6,7478,10840,12774,2.49,1439,678,486,1055,98.6,95.7,68.2,11.5,14.6,90.3,22.5,22.9,0.87,20,960,52,4.9,91.0,1.27,80,18.5,13.6,102,786,1.6,83,0.73,3.7,2024-12-14 14:21:57.017000,0.19999999999999987,0.15933333333333333,0.7101775443860965,0.5552884615384616,0.6600000000000001,0.8125,0.72,0.04,0.572,0.5333333333333314,0.7125000000000004,0.7280000000000001,0.65,0.6800000000000002,0.2,0.8,0.7333333333333333,1992-Q2,10364.0,101.03777777777778
1992,FR,Q2,6.42,9621,9657,11551,2.2,983,780,724,1125,98.8,94.2,57.7,12.5,5.2,73.5,20.4,24.4,0.77,18,923,54,4.3,72.8,1.4,50,16.9,10.5,124,555,2.4,78,0.93,3.2,2024-12-14 14:21:57.017000,0.8066666666666666,0.8736666666666667,0.4143535883970993,0.31029647435897434,0.4666666666666668,0.6124999999999998,0.1,0.48,0.11,0.5999999999999991,0.5250000000000004,0.3080000000000001,0.75,0.28000000000000025,0.0,0.615,0.8,1992-Q2,10276.333333333334,93.83041666666666
1992,DE,Q2,5.37,9763,9107,11998,1.91,876,314,781,540,97.5,92.1,70.8,9.3,8.6,86.1,19.5,46.8,0.8,28,997,43,4.5,82.6,1.46,71,19.0,11.9,131,782,4.7,61,0.53,4.5,2024-12-14 14:21:57.018000,0.4566666666666667,0.921,0.2768192048012003,0.3998397435897436,0.27333333333333326,0.875,0.38000000000000006,0.62,0.564,0.16666666666666666,0.2624999999999993,0.8319999999999999,0.43000000000000005,0.40000000000000036,1.0,0.985,0.43333333333333335,1992-Q2,10289.333333333334,102.59819444444445
1992,GR,Q2,5.14,9331,8192,13171,2.71,561,422,360,865,98.9,95.5,68.4,6.0,5.4,74.0,21.4,48.6,0.8,27,985,46,4.6,93.4,0.65,98,13.7,12.4,129,568,1.5,86,0.83,1.9,2024-12-14 14:21:57.018000,0.3799999999999999,0.777,0.04801200300075019,0.6348157051282052,0.8066666666666666,0.2124999999999999,0.4800000000000001,0.58,0.136,0.6333333333333352,0.6875,0.7360000000000002,0.1,0.40000000000000036,0.9,0.925,0.5333333333333333,1992-Q2,10231.333333333334,104.85069444444446
1992,HU,Q2,4.64,9811,8862,10268,1.92,654,399,342,405,99.9,96.5,54.7,11.9,11.8,71.3,23.4,42.7,0.72,25,957,54,3.6,94.5,0.77,97,19.4,14.8,130,527,3.0,92,0.86,2.4,2024-12-14 14:21:57.018000,0.21333333333333324,0.937,0.21555388847211804,0.05328525641025641,0.27999999999999997,0.9249999999999998,0.9600000000000002,0.6,0.054,0.9666666666666686,0.8125,0.1880000000000001,0.6900000000000001,0.08000000000000007,0.7,0.785,0.8,1992-Q2,9647.0,102.91291666666666
1992,IE,Q2,4.52,9171,9210,11466,1.88,1428,295,342,634,99.4,93.1,62.1,12.7,11.8,96.4,31.4,37.7,0.75,23,963,40,4.4,71.0,0.73,92,18.5,12.6,134,704,1.8,45,0.53,2.4,2024-12-14 14:21:57.018000,0.1733333333333332,0.7236666666666667,0.30257564391097774,0.2932692307692308,0.25333333333333324,0.8125,0.5199999999999999,0.68,0.408,0.8000000000000019,0.3874999999999993,0.48400000000000004,0.7699999999999999,0.20000000000000018,0.5,0.815,0.3333333333333333,1992-Q2,9949.0,99.72736111111112
1992,IT,Q2,6.2,9033,10522,11866,2.51,1718,379,473,438,98.4,90.8,56.4,10.7,11.2,82.1,31.9,26.5,0.74,28,979,54,3.9,75.9,0.8,99,12.9,13.2,138,918,1.1,38,0.66,3.4,2024-12-14 14:21:57.018000,0.7333333333333334,0.6776666666666666,0.630657664416104,0.3733974358974359,0.6733333333333332,0.11250000000000004,0.6399999999999999,0.76,0.836,0.46666666666666856,0.09999999999999964,0.25599999999999995,0.57,0.16000000000000014,1.0,0.895,0.8,1992-Q2,10473.666666666666,103.68291666666669
1992,LV,Q2,5.46,9412,11026,13622,2.94,1941,551,475,991,97.5,92.6,67.2,12.0,19.6,78.2,39.0,41.4,0.8,21,989,45,4.1,61.2,1.9,67,16.0,11.0,142,618,4.4,84,0.65,3.7,2024-12-14 14:21:57.018000,0.48666666666666664,0.804,0.7566891722930733,0.7251602564102564,0.96,0.5,0.2,0.84,0.236,0.16666666666666666,0.3249999999999993,0.6880000000000002,0.7,0.40000000000000036,0.3,0.945,0.5,1992-Q2,11353.333333333334,99.34541666666667
1992,LT,Q2,4.64,7106,9533,11659,2.88,1137,642,664,985,97.9,95.8,65.6,12.0,3.1,76.8,24.4,24.9,0.87,23,872,50,3.4,88.2,1.79,91,15.6,10.3,109,630,2.8,91,0.75,4.6,2024-12-14 14:21:57.019000,0.21333333333333324,0.035333333333333335,0.3833458364591148,0.33193108974358976,0.9199999999999999,0.44999999999999996,0.060000000000000143,0.18,0.26,0.3000000000000019,0.7249999999999996,0.6239999999999998,0.7,0.6800000000000002,0.5,0.36,0.6666666666666666,1992-Q2,9432.666666666666,94.37222222222222
1992,LU,Q2,4.05,9509,8038,13967,1.71,1730,407,535,1072,99.5,93.9,51.1,11.6,6.1,86.4,26.4,43.3,0.81,27,919,34,4.1,67.1,0.87,99,14.5,13.4,109,533,1.1,90,0.51,3.6,2024-12-14 14:21:57.019000,0.016666666666666607,0.8363333333333334,0.009502375593898474,0.7942708333333334,0.13999999999999999,0.3125,0.68,0.18,0.066,0.8333333333333334,0.4875000000000007,0.04400000000000006,0.6599999999999999,0.4400000000000004,0.9,0.595,0.13333333333333333,1992-Q2,10504.666666666666,96.16236111111112
1992,MT,Q2,5.13,9737,8474,14601,2.65,1046,416,638,687,97.9,95.9,66.1,9.1,18.6,93.1,18.1,39.4,0.74,25,972,42,4.2,85.2,0.87,66,13.2,11.4,127,739,3.5,28,0.98,3.4,2024-12-14 14:21:57.019000,0.37666666666666665,0.9123333333333333,0.11852963240810202,0.9212740384615384,0.7666666666666666,0.1499999999999999,0.2800000000000001,0.54,0.478,0.3000000000000019,0.7375000000000007,0.6439999999999998,0.41,0.16000000000000014,0.7,0.86,0.4,1992-Q2,10937.333333333334,99.84416666666668
1992,NL,Q2,4.17,7327,11093,11372,2.55,643,348,991,1160,98.6,96.6,58.9,10.9,17.5,94.3,32.8,45.9,0.83,28,809,50,4.2,68.3,1.62,81,19.5,13.7,128,632,4.5,90,0.63,2.3,2024-12-14 14:21:57.019000,0.05666666666666664,0.109,0.77344336084021,0.2744391025641026,0.6999999999999998,0.9375,0.7399999999999999,0.56,0.264,0.5333333333333314,0.8249999999999993,0.3559999999999999,0.5900000000000001,0.52,1.0,0.045,0.6666666666666666,1992-Q2,9930.666666666666,87.09847222222224
1992,PL,Q2,4.75,9094,8690,10568,2.74,1527,313,832,1085,99.2,93.8,57.1,7.3,9.9,80.7,12.4,35.6,0.77,20,834,42,4.3,82.7,1.63,94,17.5,10.4,133,752,1.6,93,0.53,3.9,2024-12-14 14:21:57.019000,0.25,0.698,0.17254313578394598,0.11338141025641026,0.8266666666666668,0.6875,0.08000000000000007,0.66,0.504,0.7333333333333343,0.47499999999999964,0.28400000000000003,0.22999999999999998,0.28000000000000025,0.2,0.17,0.4,1992-Q2,9450.666666666666,90.03750000000002
1992,PT,Q2,5.12,8722,8832,10728,1.54,1241,761,668,1100,97.8,95.6,55.2,9.3,8.2,75.3,16.8,31.0,0.93,20,826,59,4.5,79.1,0.57,90,18.1,14.0,109,503,3.5,69,0.87,2.3,2024-12-14 14:21:57.019000,0.37333333333333335,0.574,0.20805201300325082,0.14543269230769232,0.02666666666666669,0.7625000000000002,0.8,0.18,0.006,0.2666666666666657,0.6999999999999993,0.2080000000000001,0.43000000000000005,0.9200000000000004,0.2,0.13,0.9666666666666667,1992-Q2,9427.333333333334,90.19305555555557
1992,RO,Q2,6.46,8426,11778,14417,2.57,1969,243,818,549,99.1,91.6,66.6,7.6,14.0,94.6,15.8,48.3,0.92,23,905,46,4.4,64.1,1.57,71,16.2,13.5,113,587,1.4,56,0.87,2.9,2024-12-14 14:21:57.020000,0.82,0.47533333333333333,0.9447361840460115,0.8844150641025641,0.7133333333333333,0.5249999999999999,0.7,0.26,0.174,0.6999999999999981,0.1999999999999993,0.6639999999999998,0.25999999999999995,0.8800000000000003,0.5,0.525,0.5333333333333333,1992-Q2,11540.333333333334,93.2023611111111
1992,SK,Q2,6.42,7616,10600,14182,1.88,1840,513,514,1190,98.7,91.3,52.9,12.2,13.5,99.9,14.9,44.8,0.83,27,908,53,4.5,77.1,1.64,60,14.0,10.6,116,808,3.7,88,0.5,4.0,2024-12-14 14:21:57.020000,0.8066666666666666,0.20533333333333334,0.6501625406351588,0.8373397435897436,0.25333333333333324,0.25,0.11999999999999993,0.32,0.616,0.5666666666666677,0.16249999999999964,0.11599999999999994,0.72,0.52,0.9,0.54,0.7666666666666667,1992-Q2,10799.333333333334,94.56638888888891
1992,SI,Q2,4.67,8706,10396,13379,1.82,994,366,590,1097,98.9,96.3,63.9,10.2,13.0,82.2,19.9,23.3,0.93,22,802,35,4.5,75.8,0.65,57,15.9,10.8,105,746,4.8,56,0.76,1.2,2024-12-14 14:21:57.020000,0.2233333333333333,0.5686666666666667,0.5991497874468618,0.6764823717948718,0.21333333333333337,0.48750000000000004,0.16000000000000014,0.1,0.492,0.6333333333333352,0.7874999999999996,0.5559999999999999,0.5199999999999999,0.9200000000000004,0.4,0.01,0.16666666666666666,1992-Q2,10827.0,83.28138888888887
1992,ES,Q2,6.27,8456,10236,11612,1.79,857,760,613,688,98.7,90.2,73.8,13.9,15.9,86.7,24.2,44.7,0.94,21,807,32,4.1,82.2,1.38,79,17.4,13.2,131,696,2.5,53,0.69,2.2,2024-12-14 14:21:57.020000,0.7566666666666665,0.48533333333333334,0.5591397849462365,0.32251602564102566,0.19333333333333336,0.6749999999999998,0.6399999999999999,0.62,0.392,0.5666666666666677,0.025000000000000355,0.9519999999999998,0.89,0.96,0.3,0.035,0.06666666666666667,1992-Q2,10101.333333333334,85.74847222222223
1992,SE,Q2,4.1,9579,8522,13843,1.79,1522,625,715,1074,97.9,93.2,70.4,9.8,19.5,81.9,37.5,31.7,0.79,20,994,45,4.5,66.9,1.05,85,14.8,10.8,109,975,3.5,28,0.84,3.2,2024-12-14 14:21:57.020000,0.033333333333333215,0.8596666666666667,0.13053263315828958,0.7694310897435898,0.19333333333333336,0.3500000000000001,0.16000000000000014,0.18,0.95,0.3000000000000019,0.40000000000000036,0.8160000000000003,0.4800000000000001,0.3600000000000003,0.2,0.97,0.5,1992-Q2,10648.0,101.60583333333334
1992,AT,Q3,6.77,8888,8405,13739,2.98,802,713,568,1065,98.0,96.8,63.9,10.3,5.7,83.8,33.2,48.2,0.75,20,912,31,4.6,71.4,0.71,51,18.6,14.0,100,549,3.8,45,0.63,1.9,2024-12-14 14:21:57.021000,0.9233333333333332,0.6293333333333333,0.10127531882970743,0.7485977564102564,0.9866666666666667,0.8250000000000002,0.8,0.0,0.098,0.3333333333333333,0.8499999999999996,0.5559999999999999,0.53,0.20000000000000018,0.2,0.56,0.03333333333333333,1992-Q3,10344.0,91.03777777777778
1992,BE,Q3,6.47,8080,10973,14938,2.62,856,554,572,1076,97.6,96.8,63.7,11.1,9.2,88.6,23.7,30.1,0.78,22,814,47,3.8,92.2,0.56,77,12.8,12.1,131,837,1.1,36,0.54,2.1,2024-12-14 14:21:57.021000,0.8233333333333333,0.36,0.7434358589647412,0.9887820512820513,0.7466666666666667,0.10000000000000009,0.41999999999999993,0.62,0.674,0.1999999999999981,0.8499999999999996,0.5480000000000002,0.61,0.3200000000000003,0.4,0.07,0.5666666666666667,1992-Q3,11330.333333333334,88.22472222222221
1992,BG,Q3,4.0,8814,8784,13660,1.91,1712,212,603,1164,98.2,92.9,73.6,10.2,9.7,71.8,26.1,35.0,0.81,20,939,51,3.8,92.7,1.82,53,14.3,13.1,149,613,2.1,34,0.96,2.5,2024-12-14 14:21:57.021000,0.0,0.6046666666666667,0.19604901225306326,0.7327724358974359,0.27333333333333326,0.2875000000000001,0.6199999999999999,0.98,0.226,0.40000000000000097,0.3625000000000007,0.9439999999999997,0.5199999999999999,0.4400000000000004,0.2,0.695,0.7,1992-Q3,10419.333333333334,97.01375
1992,HR,Q3,4.35,7563,8256,10522,2.33,1527,336,463,914,97.5,93.7,62.2,8.7,4.4,86.3,10.1,39.1,0.95,27,990,40,4.4,91.6,1.69,74,17.9,11.2,149,670,1.8,70,0.65,3.9,2024-12-14 14:21:57.021000,0.11666666666666654,0.18766666666666668,0.06401600400100026,0.10416666666666667,0.5533333333333333,0.7374999999999998,0.23999999999999985,0.98,0.34,0.16666666666666666,0.46250000000000036,0.4880000000000001,0.36999999999999994,1.0,0.9,0.95,0.3333333333333333,1992-Q3,8780.333333333334,102.7352777777778
1992,CY,Q3,5.2,9622,9071,12425,2.7,1308,669,360,855,99.5,94.5,50.9,11.2,2.6,77.9,17.6,37.4,0.91,20,915,41,4.8,91.3,0.6,74,19.9,14.3,144,708,1.7,41,0.88,1.3,2024-12-14 14:21:57.021000,0.4000000000000001,0.874,0.2678169542385596,0.4853766025641026,0.8000000000000002,0.9874999999999998,0.8600000000000001,0.88,0.416,0.8333333333333334,0.5625,0.03599999999999994,0.6199999999999999,0.8400000000000003,0.2,0.575,0.36666666666666664,1992-Q3,10372.666666666666,95.79930555555553
1992,CZ,Q3,6.48,8697,10683,12267,2.81,1838,345,839,538,99.8,97.3,64.8,10.1,13.8,70.9,21.8,26.9,0.7,27,819,32,3.9,66.3,1.28,63,16.9,12.1,106,762,4.9,55,0.93,4.5,2024-12-14 14:21:57.022000,0.8266666666666668,0.5656666666666667,0.6709177294323581,0.45372596153846156,0.8733333333333334,0.6124999999999998,0.41999999999999993,0.12,0.524,0.9333333333333323,0.9124999999999996,0.5919999999999999,0.51,0.0,0.9,0.095,0.06666666666666667,1992-Q3,10549.0,84.5201388888889
1992,DK,Q3,5.8,7945,11369,13783,1.95,1535,400,699,951,99.2,94.5,65.5,14.0,3.4,73.1,17.3,29.0,0.8,27,825,31,3.3,89.3,0.74,70,16.0,12.1,120,846,3.5,43,0.76,2.4,2024-12-14 14:21:57.022000,0.6,0.315,0.8424606151537885,0.7574118589743589,0.3,0.5,0.41999999999999993,0.4,0.692,0.7333333333333343,0.5625,0.62,0.9,0.40000000000000036,0.9,0.125,0.03333333333333333,1992-Q3,11032.333333333334,87.38319444444444
1992,EE,Q3,4.54,8047,8100,11453,1.62,1924,412,419,553,98.7,94.7,64.9,8.2,8.8,78.6,22.3,37.8,0.75,23,804,48,3.6,65.8,1.47,71,17.6,13.1,116,542,2.7,99,0.59,2.4,2024-12-14 14:21:57.022000,0.18000000000000002,0.349,0.025006251562890724,0.2906650641025641,0.08000000000000007,0.7000000000000002,0.6199999999999999,0.32,0.084,0.5666666666666677,0.5875000000000004,0.5960000000000002,0.31999999999999995,0.20000000000000018,0.5,0.02,0.6,1992-Q3,9200.0,84.91166666666668
1992,FI,Q3,5.52,8405,11524,14161,2.41,1208,685,587,1126,98.1,90.1,59.6,13.6,15.6,77.5,29.4,25.0,0.9,19,979,30,3.5,71.2,1.18,85,14.7,13.8,140,997,2.7,32,0.76,3.4,2024-12-14 14:21:57.022000,0.5066666666666665,0.4683333333333333,0.881220305076269,0.8331330128205128,0.6066666666666668,0.3374999999999999,0.7600000000000001,0.8,0.994,0.36666666666666475,0.01249999999999929,0.38400000000000006,0.86,0.8000000000000003,0.1,0.895,0.0,1992-Q3,11363.333333333334,99.29791666666667
1992,FR,Q3,6.43,9209,10607,11218,2.15,744,373,814,883,97.2,91.0,65.7,10.9,12.1,97.0,19.7,27.1,0.91,21,880,43,4.7,63.0,1.37,82,17.6,10.1,131,977,4.7,54,0.78,1.8,2024-12-14 14:21:57.022000,0.8099999999999999,0.7363333333333333,0.6519129782445612,0.24358974358974358,0.4333333333333333,0.7000000000000002,0.019999999999999928,0.62,0.954,0.06666666666666761,0.125,0.6280000000000001,0.5900000000000001,0.8400000000000003,0.3,0.4,0.43333333333333335,1992-Q3,10344.666666666666,91.49611111111112
1992,DE,Q3,5.68,8828,11934,14324,2.28,1985,223,709,742,97.5,95.8,62.6,9.7,12.1,74.9,37.4,24.7,0.91,20,847,39,3.8,64.3,1.64,60,15.5,13.1,144,551,2.9,56,0.62,3.1,2024-12-14 14:21:57.022000,0.5599999999999999,0.6093333333333333,0.983745936484121,0.8657852564102564,0.5199999999999999,0.4375,0.6199999999999999,0.88,0.102,0.16666666666666666,0.7249999999999996,0.504,0.4699999999999999,0.8400000000000003,0.2,0.235,0.3,1992-Q3,11695.333333333334,86.51874999999997
1992,GR,Q3,5.9,7603,9662,12259,1.59,1375,313,464,1079,97.9,97.9,52.3,5.7,16.9,80.3,33.3,24.5,0.91,22,886,54,4.7,62.4,1.12,64,19.1,13.0,134,995,4.3,37,0.96,1.5,2024-12-14 14:21:57.023000,0.6333333333333334,0.201,0.4156039009752438,0.4521233974358974,0.06000000000000005,0.8875000000000002,0.6,0.68,0.99,0.3000000000000019,0.9875000000000007,0.09199999999999989,0.07000000000000002,0.8400000000000003,0.4,0.43,0.8,1992-Q3,9841.333333333334,91.46666666666665
